Cluster,Count,age,balance,day,duration,campaign,pdays,previous
0,22719,34.10665082089881,924.9245125225582,15.93578062414719,273.43778335314056,2.268057572956556,2.563977287732735,0.07060169901844271
1,6294,39.32761360025421,1337.7604067365746,13.820622815379727,258.0017476962186,2.1166190022243407,262.083571655545,3.551954242135367
2,1792,40.4921875,1118.513392857143,22.277901785714285,158.65848214285714,14.253348214285714,0.07366071428571429,0.022879464285714284
3,14406,52.464806330695545,2093.0224906289045,15.665000694155212,246.52221296681938,2.3992780785783703,7.597320560877412,0.15521310565042343
